project_key,source_row_number,mp_name,mp_name_canonical,mp_key,work_raw,work_clean,work_key,category,state,state_key,constituency,constituency_key,ida,ida_key,city,ward,block,village,locality,locality_key,recommended_date,allocation_amount,ida_approval,status,house,duplicate_group_key,exact_duplicate_group_count,is_exact_duplicate_candidate,data_quality_flags,source_dataset,allocation_amount_numeric,recommended_month,recommended_year,mp_allocated_amount,project_amount_as_pct_of_mp_allocation,mp_project_count,mp_total_recommended_amount,ida_project_count,ida_total_recommended_amount,state_project_count,state_total_recommended_amount,constituency_project_count,constituency_total_recommended_amount,mp_remaining_estimated_allocation,same_work_same_locality_count,same_work_same_block_count,same_work_same_constituency_count,same_mp_same_work_count,same_ida_same_work_count,same_mp_same_day_count,same_ida_same_day_count,same_work_same_day_count,locality_project_count,same_ida_locality_7day_sub5l_count,same_mp_locality_7day_sub5l_count,category_median_amount,state_category_median_amount,constituency_category_median_amount,amount_vs_category_median_ratio,amount_vs_state_category_median_ratio,amount_vs_constituency_category_median_ratio,missing_locality_flag,status_unsanctioned_flag,ida_pending_flag,is_sub_5_lakh,is_near_5_lakh,is_high_value_project,possible_text_duplicate,possible_cost_outlier,possible_split_sanction,possible_pending_risk,duplicate_risk_score,cost_risk_score,split_sanction_risk_score,pending_risk_score,risk_score_rule_based,risk_level_rule_based,weak_label_any_risk,weak_label_duplicate,weak_label_cost_outlier,weak_label_split_sanction,weak_label_pending,isolation_forest_raw_score,isolation_forest_risk_score,isolation_forest_anomaly_flag,model_duplicate_score,model_financial_rule_score,model_financial_isolation_score,model_financial_score,model_split_sanction_score,model_pending_score,model_risk_score,model_risk_level,model_reasons,mock_case_type,expected_risk_level,minimum_expected_risk_level,expected_reason
MOCK-NORMAL-024,37,Brijendra Singh,Brijendra Singh,brijendra_singh,WS/MP593/2023-2024/14066 - Purchase of mobile water tankers,Purchase of mobile water tankers,purchase_of_mobile_water_tankers,Normal/Others,Haryana,haryana,HISAR,hisar,DEPUTY COMMISSIONER HISSAR_IDA,deputy_commissioner_hissar_ida,,,Hisar-I,Mayyer (151) (Ct),"Hisar-I, Mayyer (151) (Ct)",hisar_i_mayyer_151_ct,2023-08-29,158000,Approved by IDA,Sanctioned,Lok Sabha,fe50b202f40e32a3,1,false,,MOCK_VALIDATION,158000,2023-08,2023,0.0,0.0,261,76407177,236,92047790,1519,825501755,261,76407177,-76407177.0,1,17,175,175,146,22,13,31,1,1,1,400000.0,500000.0,158000.0,0.395,0.316,1.0,false,false,false,true,false,false,false,false,false,false,10,0.0,0,0,3.5,GREEN,false,false,false,false,false,-0.209479,35.77,False,3,0,0.0,0.0,0,0,0.9,GREEN,No trained baseline threshold crossed,normal,GREEN,GREEN,No planted anomaly
MOCK-NORMAL-025,38,Ramesh Chandappa Jigajinagi,Ramesh Chandappa Jigajinagi,ramesh_chandappa_jigajinagi,NA - Construction of community centers and community halls,Construction of community centers and community halls,construction_of_community_centers_and_community_halls,Normal/Others,Karnataka,karnataka,BIJAPUR(SC),bijapur_sc,DEPUTY COMMISSIONER BIJAPUR_IDA,deputy_commissioner_bijapur_ida,,,Vijayapura,Shirnal,"Vijayapura, Shirnal",vijayapura_shirnal,2023-11-27,250000,Action Pending,Unsanctioned,Lok Sabha,8b9cf24c3bed7bde,1,false,,MOCK_VALIDATION,250000,2023-11,2023,269500000.0,0.0009,325,86570000,325,86570000,3121,1670831193,325,86570000,182930000.0,1,25,242,242,242,97,97,79,1,1,1,400000.0,500000.0,250000.0,0.625,0.5,1.0,false,true,true,true,false,false,false,false,false,true,10,0.0,0,35,7.0,GREEN,false,false,false,false,true,-0.176631,62.33,False,3,0,0.0,0.0,0,45,5.4,GREEN,Project is unsanctioned with action pending,normal,GREEN,GREEN,No planted anomaly
MOCK-NORMAL-026,43,SHRI Kailash Soni,Kailash Soni,kailash_soni,"NA - Construction of roads, approach roads, link roads and pathways","Construction of roads, approach roads, link roads and pathways",construction_of_roads_approach_roads_link_roads_and_pathways,Normal/Others,Madhya Pradesh,madhya_pradesh,SITTING RAJYA SABHA,sitting_rajya_sabha,DISTRICT COLLECTOR NARSINGHPUR_IDA,district_collector_narsinghpur_ida,,,Kareli,Kodsa,"Kareli, Kodsa",kareli_kodsa,2023-09-14,150000,Action Pending,Unsanctioned,Rajya Sabha,b60ab6666a81e0d6,1,false,,MOCK_VALIDATION,150000,2023-09,2023,0.0,0.0,92,34025000,132,32540180,1999,1177605275,10723,8317795158,-34025000.0,1,5,1947,8,13,29,29,55,1,1,1,400000.0,299000.0,490000.0,0.375,0.5017,0.3061,false,true,true,true,false,false,false,false,false,true,10,0.0,0,35,7.0,GREEN,false,false,false,false,true,-0.135836,79.37,False,3,0,0.0,0.0,0,45,5.4,GREEN,Project is unsanctioned with action pending,normal,GREEN,GREEN,No planted anomaly
MOCK-NORMAL-027,44,Rajiv Ranjan (Lalan) Singh,Rajiv Ranjan Singh,rajiv_ranjan_singh,NA - Construction of community centers and community halls,Construction of community centers and community halls,construction_of_community_centers_and_community_halls,Normal/Others,Bihar,bihar,MUNGER,munger,DISTRICT PLANNING OFFICER PATNA_IDA,district_planning_officer_patna_ida,,,Pandarak,Darwe Bhadaur,"Pandarak, Darwe Bhadaur",pandarak_darwe_bhadaur,2023-08-16,700000,Action Pending,Unsanctioned,Lok Sabha,ddaa70f9f2e6f6b9,1,false,,MOCK_VALIDATION,700000,2023-08,2023,147000000.0,0.0048,212,96004907,465,312256738,4575,3315478980,212,96004907,50995093.0,1,4,38,38,26,31,31,32,5,0,0,400000.0,500000.0,438252.0,1.75,1.4,1.5973,false,true,true,false,false,false,false,false,false,true,10,2.0,0,35,7.7,GREEN,false,false,false,false,true,-0.145149,76.08,False,3,0,0.0,0.0,0,45,5.4,GREEN,Project is unsanctioned with action pending,normal,GREEN,GREEN,No planted anomaly
MOCK-NORMAL-028,46,Kishan Kapoor,Kishan Kapoor,kishan_kapoor,NA - Providing drains and gutters for public drainage,Providing drains and gutters for public drainage,providing_drains_and_gutters_for_public_drainage,Normal/Others,Himachal Pradesh,himachal_pradesh,KANGRA,kangra,DEPUTY COMMISSIONER KANGRA_IDA,deputy_commissioner_kangra_ida,Dharamshala,5&6,,,"Dharamshala, 5&6",dharamshala_5_6,2024-01-01,300000,Action Pending,Unsanctioned,Lok Sabha,52edd48e7c24c944,1,false,,MOCK_VALIDATION,300000,2024-01,2024,0.0,0.0,81,26795000,104,34095000,990,219138227,81,26795000,-26795000.0,1,0,3,3,2,27,27,17,1,1,1,400000.0,200000.0,200000.0,0.75,1.5,1.5,false,true,true,true,false,false,false,false,false,true,10,2.5,0,35,7.88,GREEN,false,false,false,false,true,-0.224322,11.26,False,3,0,0.0,0.0,0,45,5.4,GREEN,Project is unsanctioned with action pending,normal,GREEN,GREEN,No planted anomaly
MOCK-NORMAL-029,47,Shri Karti P Chidambaram,Karti P Chidambaram,karti_p_chidambaram,"NA - Construction of roads, approach roads, link roads and pathways","Construction of roads, approach roads, link roads and pathways",construction_of_roads_approach_roads_link_roads_and_pathways,Normal/Others,Tamil Nadu,tamil_nadu,SIVAGANGA,sivaganga,DISTRICT COLLECTOR SIVAGANGA_IDA,district_collector_sivaganga_ida,,,Devakottai,Thidakkottai,"Devakottai, Thidakkottai",devakottai_thidakkottai,2023-09-20,200000,Action Pending,Unsanctioned,Lok Sabha,de71a6127ce203bd,1,false,,MOCK_VALIDATION,200000,2023-09,2023,159049284.11,0.0013,103,52145000,87,48845000,3716,3371781302,103,52145000,106904284.11,1,2,31,31,26,25,25,44,2,1,1,400000.0,500000.0,500000.0,0.5,0.4,0.4,false,true,true,true,false,false,false,false,false,true,10,0.0,0,35,7.0,GREEN,false,false,false,false,true,-0.217397,23.71,False,3,0,0.0,0.0,0,45,5.4,GREEN,Project is unsanctioned with action pending,normal,GREEN,GREEN,No planted anomaly
MOCK-NORMAL-030,48,Smt Rama Devi,Rama Devi,rama_devi,"NA - Construction of roads, approach roads, link roads and pathways","Construction of roads, approach roads, link roads and pathways",construction_of_roads_approach_roads_link_roads_and_pathways,Normal/Others,Bihar,bihar,SHEOHAR,sheohar,DISTRICT PLANNING OFFICER SITAMARHI_IDA,district_planning_officer_sitamarhi_ida,,,Riga,Kharsan,"Riga, Kharsan",riga_kharsan,2023-11-24,500000,Action Pending,Unsanctioned,Lok Sabha,eb7dc93480fd717b,1,false,,MOCK_VALIDATION,500000,2023-11,2023,0.0,0.0,63,54347000,157,98262000,4575,3315478980,63,54347000,-54347000.0,1,2,19,19,7,3,37,54,1,0,0,400000.0,500000.0,750000.0,1.25,1.0,0.6667,false,true,true,false,true,false,false,false,false,true,10,0.0,0,35,7.0,GREEN,false,false,false,false,true,-0.228465,5.06,False,3,0,0.0,0.0,20,45,10.4,GREEN,Project is unsanctioned with action pending,normal,GREEN,GREEN,No planted anomaly
MOCK-NORMAL-031,52,Shri Jual Oram,Jual Oram,jual_oram,NA - Construction of rooms and halls in school and colleges,Construction of rooms and halls in school and colleges,construction_of_rooms_and_halls_in_school_and_colleges,Normal/Others,Odisha,odisha,SUNDARGARH (ST),sundargarh_st,DISTRICT COLLECTOR SUNDARGARH_IDA,district_collector_sundargarh_ida,,,Lathikata,Suidihi,"Lathikata, Suidihi",lathikata_suidihi,2023-09-26,500000,Action Pending,Unsanctioned,Lok Sabha,4189c492cac06458,1,false,,MOCK_VALIDATION,500000,2023-09,2023,173096756.91,0.0029,167,86520000,229,124331000,3844,1383253124,167,86520000,86576756.91,1,2,22,22,22,12,14,7,3,0,0,400000.0,250000.0,500000.0,1.25,2.0,1.0,false,true,true,false,true,false,false,false,false,true,10,5.0,0,35,8.75,GREEN,false,false,false,false,true,-0.208581,36.74,False,3,0,0.0,0.0,20,45,10.4,GREEN,Project is unsanctioned with action pending,normal,GREEN,GREEN,No planted anomaly
MOCK-NORMAL-032,56,Smt Pramila Bisoyi,Pramila Bisoyi,pramila_bisoyi,WS/MP371/2023-2024/24432 - Construction of community centers and community halls,Construction of community centers and community halls,construction_of_community_centers_and_community_halls,Normal/Others,Odisha,odisha,ASKA,aska,DISTRICT COLLECTOR GANJAM_IDA,district_collector_ganjam_ida,,,Hinjilicut,Putiapadar,"Hinjilicut, Putiapadar",hinjilicut_putiapadar,2023-09-21,100000,Approved by IDA,Unsanctioned,Lok Sabha,36d0714a01dda9b8,1,false,,MOCK_VALIDATION,100000,2023-09,2023,0.0,0.0,203,62530000,290,97035000,3844,1383253124,203,62530000,-62530000.0,1,40,167,167,218,20,38,55,1,1,1,400000.0,250000.0,200000.0,0.25,0.4,0.5,false,true,false,true,false,false,false,false,false,false,10,0.0,0,0,3.5,GREEN,false,false,false,false,false,-0.173784,63.77,False,3,0,0.0,0.0,0,0,0.9,GREEN,No trained baseline threshold crossed,normal,GREEN,GREEN,No planted anomaly
MOCK-NORMAL-033,57,Shri PP Chaudhary,Pp Chaudhary,pp_chaudhary,WS/MP389/2023-2024/12991 - Purchase of furniture and fixtures for educational purposes,Purchase of furniture and fixtures for educational purposes,purchase_of_furniture_and_fixtures_for_educational_purposes,Normal/Others,Rajasthan,rajasthan,PALI,pali,DISTRICT COLLECTOR PALI_IDA,district_collector_pali_ida,,,Sojat,Boyal,"Sojat, Boyal",sojat_boyal,2023-08-25,700000,Approved by IDA,Ongoing,Lok Sabha,47628ed2fbbae1e1,1,false,,MOCK_VALIDATION,700000,2023-08,2023,147000000.0,0.0048,152,88899750,108,64199750,3054,1880102127,152,88899750,58100250.0,1,7,91,91,61,30,30,24,1,0,0,400000.0,500000.0,500000.0,1.75,1.4,1.4,false,false,false,false,false,false,false,false,false,false,10,2.0,0,0,4.2,GREEN,false,false,false,false,false,-0.204649,40.84,False,3,0,0.0,0.0,0,0,0.9,GREEN,No trained baseline threshold crossed,normal,GREEN,GREEN,No planted anomaly
MOCK-NORMAL-034,58,S Venkatesan,S Venkatesan,s_venkatesan,NA - Public distribution system (PDS),Public distribution system (PDS),public_distribution_system_pds,Normal/Others,Tamil Nadu,tamil_nadu,MADURAI,madurai,DISTRICT COLLECTOR MADURAI_IDA,district_collector_madurai_ida,,,Madurai East,Varichiyur,"Madurai East, Varichiyur",madurai_east_varichiyur,2023-12-20,700000,Action Pending,Unsanctioned,Lok Sabha,437eabd11bd7412d,1,false,,MOCK_VALIDATION,700000,2023-12,2023,147000000.0,0.0048,109,67087031,287,239348550,3716,3371781302,109,67087031,79912969.0,1,1,2,2,2,5,5,1,1,0,0,400000.0,500000.0,500000.0,1.75,1.4,1.4,false,true,true,false,false,false,false,false,false,true,10,2.0,0,35,7.7,GREEN,false,false,false,false,true,-0.199821,45.37,False,3,0,0.0,0.0,0,45,5.4,GREEN,Project is unsanctioned with action pending,normal,GREEN,GREEN,No planted anomaly
MOCK-NORMAL-035,59,Vijay Baghel,Vijay Baghel,vijay_baghel,"WS/MP568/2023-2024/15038 - Construction of roads, approach roads, link roads and pathways","Construction of roads, approach roads, link roads and pathways",construction_of_roads_approach_roads_link_roads_and_pathways,Normal/Others,Chhattisgarh,chhattisgarh,DURG,durg,Collector Bemetara_IDA,collector_bemetara_ida,,,Bemetara,Pendritarai,"Bemetara, Pendritarai",bemetara_pendritarai,2023-09-01,500000,Approved by IDA,Unsanctioned,Lok Sabha,00eccc4533bdbb11,1,false,,MOCK_VALIDATION,500000,2023-09,2023,147000000.0,0.0034,112,57760000,16,8500000,1269,652370972,112,57760000,89240000.0,1,4,40,40,8,46,10,65,1,0,0,400000.0,500000.0,500000.0,1.25,1.0,1.0,false,true,false,false,true,false,false,false,false,false,10,0.0,0,0,3.5,GREEN,false,false,false,false,false,-0.218946,21.01,False,3,0,0.0,0.0,20,0,5.9,GREEN,No trained baseline threshold crossed,normal,GREEN,GREEN,No planted anomaly
MOCK-NORMAL-036,60,Smt Aparajita Sarangi,Aparajita Sarangi,aparajita_sarangi,WS/MP300/2023-2024/920 - Construction of buildings for community cultural activities,Construction of buildings for community cultural activities,construction_of_buildings_for_community_cultural_activities,Normal/Others,Odisha,odisha,BHUBANESWAR,bhubaneswar,DISTRICT COLLECTOR KHORDHA_IDA,district_collector_khordha_ida,,,Khordha,Mota,"Khordha, Mota",khordha_mota,2023-06-10,200000,Approved by IDA,Unsanctioned,Lok Sabha,411ea43fe96edbc2,1,false,,MOCK_VALIDATION,200000,2023-06,2023,147420861.41,0.0014,434,61235000,507,103926752,3844,1383253124,434,61235000,86185861.41,1,10,92,92,93,61,61,48,1,1,1,400000.0,250000.0,100000.0,0.5,0.8,2.0,false,true,false,true,false,false,false,false,false,false,10,0.0,0,0,3.5,GREEN,false,false,false,false,false,-0.144859,76.19,False,3,0,0.0,0.0,0,0,0.9,GREEN,No trained baseline threshold crossed,normal,GREEN,GREEN,No planted anomaly
MOCK-NORMAL-037,63,Sukhbir Singh Jaunapuria,Sukhbir Singh Jaunapuria,sukhbir_singh_jaunapuria,"NA - Construction of roads, approach roads, link roads and pathways","Construction of roads, approach roads, link roads and pathways",construction_of_roads_approach_roads_link_roads_and_pathways,Normal/Others,Rajasthan,rajasthan,TONK-SAWAI MADHOPUR,tonk_sawai_madhopur,DISTRICT COLLECTOR TONK_IDA,district_collector_tonk_ida,,,Uniara,Deori,"Uniara, Deori",uniara_deori,2023-12-21,250000,Action Pending,Unsanctioned,Lok Sabha,1d827e0df7b38fe2,1,false,,MOCK_VALIDATION,250000,2023-12,2023,0.0,0.0,87,37675000,50,24325000,3054,1880102127,87,37675000,-37675000.0,1,10,43,43,31,23,23,128,1,1,1,400000.0,500000.0,500000.0,0.625,0.5,0.5,false,true,true,true,false,false,false,false,false,true,10,0.0,0,35,7.0,GREEN,false,false,false,false,true,-0.223901,11.98,False,3,0,0.0,0.0,0,45,5.4,GREEN,Project is unsanctioned with action pending,normal,GREEN,GREEN,No planted anomaly
MOCK-NORMAL-038,67,Chandra Sekhar Bellana,Chandra Sekhar Bellana,chandra_sekhar_bellana,WS/MP521/2023-2024/17849 - Installing tube-wells and borewells,Installing tube-wells and borewells,installing_tube_wells_and_borewells,Normal/Others,Andhra Pradesh,andhra_pradesh,VIZIANAGARAM,vizianagaram,DISTRICT COLLECTOR VIZIANAGARAM_IDA,district_collector_vizianagaram_ida,,,Merakamudidam,Rachagumadam,"Merakamudidam, Rachagumadam",merakamudidam_rachagumadam,2023-09-08,120000,Approved by IDA,Unsanctioned,Lok Sabha,e7546d25c8bb0f3c,1,false,,MOCK_VALIDATION,120000,2023-09,2023,0.0,0.0,206,76328581,169,65859442,3131,2344937649,206,76328581,-76328581.0,1,8,35,35,35,24,24,20,1,1,1,400000.0,500000.0,300000.0,0.3,0.24,0.4,false,true,false,true,false,false,false,false,false,false,10,0.0,0,0,3.5,GREEN,false,false,false,false,false,-0.217216,24.08,False,3,0,0.0,0.0,0,0,0.9,GREEN,No trained baseline threshold crossed,normal,GREEN,GREEN,No planted anomaly
MOCK-NORMAL-039,68,Saptagiri Sankar Ulaka,Saptagiri Sankar Ulaka,saptagiri_sankar_ulaka,NA - Installing tube-wells and borewells,Installing tube-wells and borewells,installing_tube_wells_and_borewells,Normal/Others,Odisha,odisha,KORAPUT(ST),koraput_st,District Collector Koraput_IDA,district_collector_koraput_ida,,,Koraput,Jhadiguda,"Koraput, Jhadiguda",koraput_jhadiguda,2024-02-25,200000,Action Pending,Unsanctioned,Lok Sabha,6c246f504c7a2ad3,1,false,,MOCK_VALIDATION,200000,2024-02,2024,269500000.0,0.0007,131,44600000,90,28800000,3844,1383253124,131,44600000,224900000.0,1,1,2,2,2,9,9,2,1,1,1,400000.0,250000.0,250000.0,0.5,0.8,0.8,false,true,true,true,false,false,false,false,false,true,10,0.0,0,35,7.0,GREEN,false,false,false,false,true,-0.226697,7.44,False,3,0,0.0,0.0,0,45,5.4,GREEN,Project is unsanctioned with action pending,normal,GREEN,GREEN,No planted anomaly
MOCK-NORMAL-040,69,Smt Aparajita Sarangi,Aparajita Sarangi,aparajita_sarangi,WS/MP300/2023-2024/200 - Installing community drinking water plants,Installing community drinking water plants,installing_community_drinking_water_plants,Normal/Others,Odisha,odisha,BHUBANESWAR,bhubaneswar,DISTRICT COLLECTOR KHORDHA_IDA,district_collector_khordha_ida,,,Balipatna,Alisisasan,"Balipatna, Alisisasan",balipatna_alisisasan,2023-04-26,100000,Approved by IDA,Unsanctioned,Lok Sabha,c17b6a7f9d2cf02d,1,false,,MOCK_VALIDATION,100000,2023-04,2023,147420861.41,0.0007,434,61235000,507,103926752,3844,1383253124,434,61235000,86185861.41,1,17,190,190,190,42,42,37,2,2,2,400000.0,250000.0,100000.0,0.25,0.4,1.0,false,true,false,true,false,false,false,false,false,false,10,0.0,0,0,3.5,GREEN,false,false,false,false,false,-0.120979,83.53,False,3,0,0.0,0.0,0,0,0.9,GREEN,No trained baseline threshold crossed,normal,GREEN,GREEN,No planted anomaly
MOCK-NORMAL-041,70,Mala Rajya Laxmi Shah,Mala Rajya Laxmi Shah,mala_rajya_laxmi_shah,NA - Construction of footpaths and pedestrian ways,Construction of footpaths and pedestrian ways,construction_of_footpaths_and_pedestrian_ways,Normal/Others,Uttarakhand,uttarakhand,TEHRI GARHWAL,tehri_garhwal,DISTRICT MAGISTRATE TEHRI GARHWAL_IDA,district_magistrate_tehri_garhwal_ida,,,Tehri,Nawagarh,"Tehri, Nawagarh",tehri_nawagarh,2024-02-25,200000,Action Pending,Unsanctioned,Lok Sabha,e43510584b6e83aa,1,false,,MOCK_VALIDATION,200000,2024-02,2024,147000000.0,0.0014,171,18110003,109,31099000,1476,323104597,171,18110003,128889997.0,1,11,76,76,36,171,51,78,1,1,1,400000.0,160173.0,80000.0,0.5,1.2486,2.5,false,true,true,true,false,false,false,false,false,true,10,1.24,0,35,7.43,GREEN,false,false,false,false,true,-0.198021,46.91,False,3,0,0.0,0.0,0,45,5.4,GREEN,Project is unsanctioned with action pending,normal,GREEN,GREEN,No planted anomaly
MOCK-NORMAL-042,74,Vincent H Pala,Vincent H Pala,vincent_h_pala,NA - Construction of community centers and community halls,Construction of community centers and community halls,construction_of_community_centers_and_community_halls,Normal/Others,Meghalaya,meghalaya,SHILLONG,shillong,DEPUTY COMMISSIONER SOUTH WEST KHASI HILLS MAWKRYWAT_IDA,deputy_commissioner_south_west_khasi_hills_mawkrywat_ida,,,Ranikor,Domshken,"Ranikor, Domshken",ranikor_domshken,2024-01-24,300000,Action Pending,Unsanctioned,Lok Sabha,46208627b4f3a547,1,false,,MOCK_VALIDATION,300000,2024-01,2024,0.0,0.0,116,35900000,5,1100000,215,71200000,116,35900000,-35900000.0,1,1,27,27,1,16,5,50,1,1,1,400000.0,200000.0,200000.0,0.75,1.5,1.5,false,true,true,true,false,false,false,false,false,true,10,2.5,0,35,7.88,GREEN,false,false,false,false,true,-0.218212,22.31,False,3,0,0.0,0.0,0,45,5.4,GREEN,Project is unsanctioned with action pending,normal,GREEN,GREEN,No planted anomaly
MOCK-NORMAL-043,75,Dnv Senthilkumar S,Dnv Senthilkumar S,dnv_senthilkumar_s,WS/MP742/2023-2024/36317 - Street lights,Street lights,street_lights,Normal/Others,Tamil Nadu,tamil_nadu,DHARAMAPURI,dharamapuri,DISTRICT COLLECTOR DHARMAPURI_IDA,district_collector_dharmapuri_ida,,,Nallampalli,Sivadi,"Nallampalli, Sivadi",nallampalli_sivadi,2023-10-12,250000,Approved by IDA,Sanctioned,Lok Sabha,43b23ff67583f6be,1,false,,MOCK_VALIDATION,250000,2023-10,2023,0.0,0.0,82,59010000,95,81035000,3716,3371781302,82,59010000,-59010000.0,1,8,46,46,48,36,36,25,1,1,1,400000.0,500000.0,750000.0,0.625,0.5,0.3333,false,false,false,true,false,false,false,false,false,false,10,0.0,0,0,3.5,GREEN,false,false,false,false,false,-0.223872,12.04,False,3,0,0.0,0.0,0,0,0.9,GREEN,No trained baseline threshold crossed,normal,GREEN,GREEN,No planted anomaly
MOCK-NORMAL-044,77,Gaurav Gogoi,Gaurav Gogoi,gaurav_gogoi,NA - Construction of community centers and community halls,Construction of community centers and community halls,construction_of_community_centers_and_community_halls,Normal/Others,Assam,assam,KALIABOR,kaliabor,Deputy Commissioner Golaghat_IDA,deputy_commissioner_golaghat_ida,,,Kakodonga,Gohain Gaon,"Kakodonga, Gohain Gaon",kakodonga_gohain_gaon,2023-10-10,150000,Action Pending,Unsanctioned,Lok Sabha,3312f3b8653c0e69,1,false,,MOCK_VALIDATION,150000,2023-10,2023,147000000.0,0.001,175,39510000,91,26160000,1399,777526830,175,39510000,107490000.0,1,4,105,105,59,13,12,31,1,1,1,400000.0,350000.0,200000.0,0.375,0.4286,0.75,false,true,true,true,false,false,false,false,false,true,10,0.0,0,35,7.0,GREEN,false,false,false,false,true,-0.220749,17.59,False,3,0,0.0,0.0,0,45,5.4,GREEN,Project is unsanctioned with action pending,normal,GREEN,GREEN,No planted anomaly
MOCK-NORMAL-045,82,Shri Khiru Mahto,Khiru Mahto,khiru_mahto,NA - PCC Road and Drainage,PCC Road and Drainage,pcc_road_and_drainage,Normal/Others,Bihar,bihar,SITTING RAJYA SABHA,sitting_rajya_sabha,DISTRICT PLANNING OFFICER MUNGER_IDA,district_planning_officer_munger_ida,,,Bariyarpur,Ratanpur,"Bariyarpur, Ratanpur",bariyarpur_ratanpur,2023-10-23,400000,Action Pending,Unsanctioned,Rajya Sabha,c3e9a55816647e60,1,false,,MOCK_VALIDATION,400000,2023-10,2023,235770091.81,0.0017,105,41900000,269,135435000,4575,3315478980,10723,8317795158,193870091.81,1,1,1,1,1,23,23,1,4,1,1,400000.0,500000.0,490000.0,1.0,0.8,0.8163,false,true,true,true,false,false,false,false,false,true,10,0.0,0,35,7.0,GREEN,false,false,false,false,true,-0.204725,40.76,False,3,0,0.0,0.0,0,45,5.4,GREEN,Project is unsanctioned with action pending,normal,GREEN,GREEN,No planted anomaly
MOCK-NORMAL-046,83,SH Derek o Brien,Sh Derek O Brien,sh_derek_o_brien,NA - Installing tube-wells and borewells,Installing tube-wells and borewells,installing_tube_wells_and_borewells,Normal/Others,West Bengal,west_bengal,SITTING RAJYA SABHA,sitting_rajya_sabha,DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA,district_magistrate_south_twenty_four_parganas_ida,,,Canning-Ii,Haora Mari,"Canning-Ii, Haora Mari",canning_ii_haora_mari,2023-07-19,200000,Action Pending,Unsanctioned,Rajya Sabha,e7d4c498e33f39b5,1,false,,MOCK_VALIDATION,200000,2023-07,2023,0.0,0.0,565,112998056,875,219444502,2027,1692272511,10723,8317795158,-112998056.0,1,22,1260,565,705,102,76,130,1,1,1,400000.0,200000.0,490000.0,0.5,1.0,0.4082,false,true,true,true,false,false,false,false,false,true,10,0.0,0,35,7.0,GREEN,false,false,false,false,true,-0.045656,94.21,False,3,0,0.0,0.0,0,45,5.4,GREEN,Project is unsanctioned with action pending,normal,GREEN,GREEN,No planted anomaly
MOCK-NORMAL-047,84,Smt Chinta Anuradha,Chinta Anuradha,chinta_anuradha,NA - Construction of boundary walls of existing public and community buildings,Construction of boundary walls of existing public and community buildings,construction_of_boundary_walls_of_existing_public_and_community_buildings,Normal/Others,Andhra Pradesh,andhra_pradesh,AMALAPURAM(SC),amalapuram_sc,DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA,district_collector_dr_b_r_ambedkar_konaseema_ida,,,Ambajipeta,Machavaram,"Ambajipeta, Machavaram",ambajipeta_machavaram,2023-12-20,500000,Action Pending,Unsanctioned,Lok Sabha,3f716cdef0d72784,1,false,,MOCK_VALIDATION,500000,2023-12,2023,0.0,0.0,159,99180000,203,166330000,3131,2344937649,159,99180000,-99180000.0,1,1,3,3,4,12,12,10,5,0,0,400000.0,500000.0,500000.0,1.25,1.0,1.0,false,true,true,false,true,false,false,false,false,true,10,0.0,0,35,7.0,GREEN,false,false,false,false,true,-0.213439,30.58,False,3,0,0.0,0.0,20,45,10.4,GREEN,Project is unsanctioned with action pending,normal,GREEN,GREEN,No planted anomaly
MOCK-NORMAL-048,85,Nayab Singh,Nayab Singh,nayab_singh,NA - Construction of rooms and halls in school and colleges,Construction of rooms and halls in school and colleges,construction_of_rooms_and_halls_in_school_and_colleges,Trust and Society,Haryana,haryana,KURUKSHETRA,kurukshetra,DEPUTY COMMISSIONER KURUKSHETRA_IDA,deputy_commissioner_kurukshetra_ida,Thanesar,MC Thanesar,,,"Thanesar, MC Thanesar",thanesar_mc_thanesar,2023-12-18,500000,Rejected by IDA,Unsanctioned,Lok Sabha,0cf2f80adbb3db74,1,false,,MOCK_VALIDATION,500000,2023-12,2023,0.0,0.0,109,59061661,45,24337661,1519,825501755,109,59061661,-59061661.0,1,0,5,5,4,1,1,10,2,0,0,500000.0,500000.0,500000.0,1.0,1.0,1.0,false,true,false,false,true,false,false,false,false,false,10,0.0,0,0,3.5,GREEN,false,false,false,false,false,-0.228551,5.0,False,3,0,0.0,0.0,20,0,5.9,GREEN,No trained baseline threshold crossed,normal,GREEN,GREEN,No planted anomaly
